country,year,adj_svng_gn,country_id,domestic_credit_to_private,rule_of_law,gdp_pc,fdi_stock_tuorism,fdi_stock_manuf,adj_savings,fdi_manufacturing_gdp,fdi_tourism_gdp,trade_index,control_of_corruption,di_inward_stock_BDP
Hungary,2012,5.32839276552578,5,50.2652048616559,100.616349279881,10110,420.32,15837.448,5.3597844749780101,15.7930412984632,0.419141462599912,165.648667943528,0.298703163862228,78.9930405
Hungary,2013,9.40247202502676,5,46.0674914219594,100.588275015354,10340,440.101,16991.585999999999,9.4617312249863303,16.613448861319,0.430306826997511,164.346110357561,0.294103175401688,77.5479442
Hungary,2014,10.8361107277172,5,42.5470145594389,100.509783029556,10770,448.31599999999997,20517.255000000001,10.8557522964845,19.301666422671,0.421754561414097,168.394596543722,0.15683402121067,77.7595217
Hungary,2015,12.0646147726834,5,35.1071462891554,100.407312750816,11460,525.90300000000002,8540.1409999999996,12.0271016289388,7.56946395304467,0.466128580464661,167.320445037758,0.119144141674042,70.0025492
Hungary,2016,12.2436406872658,5,33.4091510188334,100.438893586397,11850,656.41399999999999,23129.97,12.273292250562999,19.8917123992571,0.564514286133789,164.403927718725,0.0727236419916153,67.1734236
Hungary,2017,11.6271621829045,5,32.4358595860118,100.566326260567,12980,753.28300000000002,32767.868999999999,11.6096157872253,25.7921268252338,0.592921397216664,165.228515608639,0.090999647974968,60.8074506
Hungary,2018,14.1160705845065,5,32.3850997902031,100.584630906582,13920,798.04600000000005,33074.544000000002,14.0108715098118,24.3064052365171,0.58648214389234,163.260512262857,0.0557929798960686,59.1300202
Hungary,2019,14.7928635529736,5,33.4581689568049,100.526654005051,14950,1041.3030000000001,35538.326000000001,14.318014552202399,24.3224680848771,0.712668879906914,160.751343279331,0.0311542917042971,57.2362996
Hungary,2020,11.2175081630161,5,38.0438149410717,100.512883841991,14100,777.33299999999997,37122.684999999998,11.464943266490099,27.0097875978098,0.565573293601157,155.483814998738,0.069760337471962,60.328389
Latvia,1997,-16.6327273510075,6,,,2370,12.769,191.34299999999999,-16.622402089599301,3.31692852318488,0.221350456052992,88.4406254725737,,19.7653008
Latvia,1998,-13.8557821235495,6,,100.291580349207,2650,12.503,175.00899999999999,-13.8423439198876,2.73909871784388,0.195686800502843,90.5535728981962,0.14405956864357,20.7331441
Latvia,1999,-16.0708220421922,6,,,2950,18.353000000000002,226.59800000000001,-16.058229774400498,3.21052631488121,0.260032257376565,79.8650709941218,,25.2433331
Latvia,2000,-7.23652496493058,6,,100.197337269783,3650,39,371,-7.2140584219512798,4.29778756678341,0.451788989500143,81.5362474139149,-0.0419168248772621,25.9580924
Latvia,2001,-3.7464618906421,6,,,4010,39.700000000000003,422.1,-3.77080035998332,4.50264765801248,0.423489959779899,86.3683911333031,,28.2495111
Latvia,2002,-1.77353408125397,6,,100.341567397118,4400,38.4,405.6,-1.80007309925647,3.98868557899569,0.37762703706468,83.2063442403465,0.0108463577926159,26.3465958
Latvia,2003,-0.11481427921125,6,,100.595719277859,4590,33.299999999999997,410.7,-0.137559741743945,3.91157432350518,0.317154674878798,84.6111799534319,0.242927804589272,25.0509239
Latvia,2004,0.954267585522113,6,,100.587342560291,5180,39,391.4,0.91615651998347303,3.33845089215844,0.332650957573273,93.1356761811573,0.153246521949768,28.3532314
Latvia,2005,4.51384080165674,6,,100.618481636047,6160,40.1,534.5,4.4697585839694796,3.87546381658448,0.290750419167516,100.235751280167,0.367340832948685,30.1552414
Latvia,2006,-0.554276418209339,6,,100.669317960739,7830,52.4,562.70000000000005,-0.59487886550331204,3.24077039309712,0.30178846383204,100.132982720502,0.356723546981812,32.8379829
Latvia,2007,2.72683684226117,6,,100.759256601334,10350,71.7,735.2,2.6819746327450198,3.22576554655855,0.314591117639075,95.5732855011814,0.338474422693253,32.7594217
Latvia,2008,5.05308049489519,6,,100.809207201004,11260,85.75,838.53,4.9841781958307196,3.41817242995108,0.34955014831706,91.1764553594846,0.230154260993004,33.1250434
Latvia,2009,9.87891716841128,6,,100.814353227615,8830,86.82,917.09,9.8032475808879393,4.84667891983302,0.458830282545772,86.4124530894934,0.202161014080048,42.6616507
Latvia,2010,0.0595181343447675,6,94.6761329899746,100.787821471691,8550,56.31,1017.03,-1.9936333403695401E-2,5.66984808247214,0.313923036217227,108.604780633327,0.203808978199959,45.6236485
Latvia,2011,0.696911116408006,6,80.1767267899356,100.746999084949,9550,67.89,1113.21,0.58193142792570196,5.66058909282917,0.345215542002113,125.490446188595,0.279343724250793,47.5937262
Latvia,2012,3.81263715510586,6,64.6903195541235,100.785437643528,10870,64.239999999999995,1200.3,3.6644040052862201,5.43182223913624,0.290710872816889,128.22844171041,0.238223135471344,46.4210145
Latvia,2013,2.53009681226803,6,58.2311054415115,100.767766773701,11320,77.33,1402.45,2.4044924064633602,6.15344788532801,0.339296320704777,125.157855220953,0.32152447104454,50.7633015
Latvia,2014,1.44413170642331,6,51.3379397660236,100.872307300568,11850,187,1514,1.3107290028255301,6.40824860957089,0.791507589161002,125.279273059175,0.410171538591385,52.7516529
Latvia,2015,2.8981603143383,6,48.3067684090502,100.794479906559,12430,171,1538,2.80125116924359,6.25913129117983,0.695911216379552,122.299364735473,0.43438395857811,55.0705882
Latvia,2016,3.041765177211,6,46.7023321289815,100.959022223949,12950,144,1608,2.9357319283071099,6.33786995542207,0.567570443769141,118.910633122655,0.396033018827438,53.5684021
Latvia,2017,4.00287741937569,6,42.1205811513623,100.934731066227,13900,224,1652,3.8734526461583001,6.12205570625991,0.830109248306429,123.852311441934,0.501099586486816,54.6389766
Latvia,2018,4.58243205306429,6,36.6061690724795,100.957085430622,15130,190,1781,4.1776481091716304,6.10902255639098,0.651720542231491,123.622898695446,0.297805100679398,52.6075682
Latvia,2019,4.0364682272482,6,34.3652680820467,101.014090538025,16020,257,1880,3.7644769534145999,6.13432874781383,0.838575791589444,120.743136668005,0.480807155370712,52.3263773
Latvia,2020,5.5504834736165,6,34.4164827590327,100.956737220287,15500,251,1946,5.1018465875256398,6.60628445723908,0.852095271719943,120.197288812401,0.693269371986389,55.5458267
Lithuania,1997,0.942221182412012,7,,,2500,36.99,345.09,0.92364226223176704,3.85988260190477,0.413738611505571,100.025609013827,,10.5358498
